log,total_states,total_events,filter name,filter setting,events after filter,states after filter,events p%
Challenge 2017,279798,1202267,State Frequency Filter,0.0,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,6.25E-9,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,2.5E-8,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,5.625E-8,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,1.0E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,1.5625E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,2.25E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,3.0625E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,4.0E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,5.0625E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,6.25E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,7.5625E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,9.0E-7,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,1.05625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,1.225E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,1.40625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,1.6E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,1.80625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,2.025E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,2.25625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,2.5E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,2.75625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,3.025E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,3.30625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,3.6E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,3.90625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,4.225E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,4.55625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,4.9E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,5.25625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,5.625E-6,1202267,279798,1.00
Challenge 2017,279798,1202267,State Frequency Filter,6.00625E-6,1202267,279798,1.00
